,gene,validation,Biological_process,Cellular_component,Molecular_function
37976,YNR013C,Verified,metabolic process,membrane,transmembrane
37977,YNR013C,Verified,metabolic process,membrane,transporter
37978,YNR013C,Verified,metabolic process,membrane,null
37979,YNR013C,Verified,metabolic process,mitochond,transmembrane
37980,YNR013C,Verified,metabolic process,mitochond,transporter
37981,YNR013C,Verified,metabolic process,mitochond,null
37982,YNR013C,Verified,metabolic process,null,transmembrane
37983,YNR013C,Verified,metabolic process,null,transporter
37984,YNR013C,Verified,metabolic process,null,null
37985,YNR013C,Verified,transport,membrane,transmembrane
37986,YNR013C,Verified,transport,membrane,transporter
37987,YNR013C,Verified,transport,membrane,null
37988,YNR013C,Verified,transport,mitochond,transmembrane
37989,YNR013C,Verified,transport,mitochond,transporter
37990,YNR013C,Verified,transport,mitochond,null
37991,YNR013C,Verified,transport,null,transmembrane
37992,YNR013C,Verified,transport,null,transporter
37993,YNR013C,Verified,transport,null,null
37994,YNR013C,Verified,ion,membrane,transmembrane
37995,YNR013C,Verified,ion,membrane,transporter
37996,YNR013C,Verified,ion,membrane,null
37997,YNR013C,Verified,ion,mitochond,transmembrane
37998,YNR013C,Verified,ion,mitochond,transporter
37999,YNR013C,Verified,ion,mitochond,null
38000,YNR013C,Verified,ion,null,transmembrane
38001,YNR013C,Verified,ion,null,transporter
38002,YNR013C,Verified,ion,null,null
38003,YNR013C,Verified,regulation,membrane,transmembrane
38004,YNR013C,Verified,regulation,membrane,transporter
38005,YNR013C,Verified,regulation,membrane,null
38006,YNR013C,Verified,regulation,mitochond,transmembrane
38007,YNR013C,Verified,regulation,mitochond,transporter
38008,YNR013C,Verified,regulation,mitochond,null
38009,YNR013C,Verified,regulation,null,transmembrane
38010,YNR013C,Verified,regulation,null,transporter
38011,YNR013C,Verified,regulation,null,null
38012,YNR013C,Verified,null,membrane,transmembrane
38013,YNR013C,Verified,null,membrane,transporter
38014,YNR013C,Verified,null,membrane,null
38015,YNR013C,Verified,null,mitochond,transmembrane
38016,YNR013C,Verified,null,mitochond,transporter
38017,YNR013C,Verified,null,mitochond,null
38018,YNR013C,Verified,null,null,transmembrane
38019,YNR013C,Verified,null,null,transporter
38020,YNR013C,Verified,null,null,null
38021,YDR360W,Dubious,biological_process,cellular_component,molecular_function
38022,YDR360W,Dubious,biological_process,cellular_component,null
38023,YDR360W,Dubious,biological_process,null,molecular_function
38024,YDR360W,Dubious,biological_process,null,null
38025,YDR360W,Dubious,null,cellular_component,molecular_function
38026,YDR360W,Dubious,null,cellular_component,null
38027,YDR360W,Dubious,null,null,molecular_function
38028,YDR360W,Dubious,null,null,null
38029,YHR073W,Dubious,ion,cytoplasm,transporter
38030,YHR073W,Dubious,ion,cytoplasm,null
38031,YHR073W,Dubious,ion,membrane,transporter
38032,YHR073W,Dubious,ion,membrane,null
38033,YHR073W,Dubious,ion,endoplasm,transporter
38034,YHR073W,Dubious,ion,endoplasm,null
38035,YHR073W,Dubious,ion,null,transporter
38036,YHR073W,Dubious,ion,null,null
38037,YHR073W,Dubious,positive,cytoplasm,transporter
38038,YHR073W,Dubious,positive,cytoplasm,null
38039,YHR073W,Dubious,positive,membrane,transporter
38040,YHR073W,Dubious,positive,membrane,null
38041,YHR073W,Dubious,positive,endoplasm,transporter
38042,YHR073W,Dubious,positive,endoplasm,null
38043,YHR073W,Dubious,positive,null,transporter
38044,YHR073W,Dubious,positive,null,null
38045,YHR073W,Dubious,regulation,cytoplasm,transporter
38046,YHR073W,Dubious,regulation,cytoplasm,null
38047,YHR073W,Dubious,regulation,membrane,transporter
38048,YHR073W,Dubious,regulation,membrane,null
38049,YHR073W,Dubious,regulation,endoplasm,transporter
38050,YHR073W,Dubious,regulation,endoplasm,null
38051,YHR073W,Dubious,regulation,null,transporter
38052,YHR073W,Dubious,regulation,null,null
38053,YHR073W,Dubious,transport,cytoplasm,transporter
38054,YHR073W,Dubious,transport,cytoplasm,null
38055,YHR073W,Dubious,transport,membrane,transporter
38056,YHR073W,Dubious,transport,membrane,null
38057,YHR073W,Dubious,transport,endoplasm,transporter
38058,YHR073W,Dubious,transport,endoplasm,null
38059,YHR073W,Dubious,transport,null,transporter
38060,YHR073W,Dubious,transport,null,null
38061,YHR073W,Dubious,null,cytoplasm,transporter
38062,YHR073W,Dubious,null,cytoplasm,null
38063,YHR073W,Dubious,null,membrane,transporter
38064,YHR073W,Dubious,null,membrane,null
38065,YHR073W,Dubious,null,endoplasm,transporter
38066,YHR073W,Dubious,null,endoplasm,null
38067,YHR073W,Dubious,null,null,transporter
38068,YHR073W,Dubious,null,null,null
38069,YJL172W,Verified,metabolic process,null,peptidase
38070,YJL172W,Verified,metabolic process,null,null
38071,YJL172W,Verified,protein,null,peptidase
38072,YJL172W,Verified,protein,null,null
38073,YJL172W,Verified,catabolic process,null,peptidase
38074,YJL172W,Verified,catabolic process,null,null
38075,YJL172W,Verified,null,null,peptidase
38076,YJL172W,Verified,null,null,null
38077,YDR151C,Verified,null,null,null
38078,YBL078C,Verified,transport,membrane,null
38079,YBL078C,Verified,transport,null,null
38080,YBL078C,Verified,protein,membrane,null
38081,YBL078C,Verified,protein,null,null
38082,YBL078C,Verified,ion,membrane,null
38083,YBL078C,Verified,ion,null,null
38084,YBL078C,Verified,targeting,membrane,null
38085,YBL078C,Verified,targeting,null,null
38086,YBL078C,Verified,null,membrane,null
38087,YBL078C,Verified,null,null,null
38088,YNL051W,Verified,transport,null,molecular_function
38089,YNL051W,Verified,transport,null,null
38090,YNL051W,Verified,null,null,molecular_function
38091,YNL051W,Verified,null,null,null
38092,YKL024C,Verified,metabolic process,nucle,kinase
38093,YKL024C,Verified,metabolic process,nucle,null
38094,YKL024C,Verified,metabolic process,cytoplasm,kinase
38095,YKL024C,Verified,metabolic process,cytoplasm,null
38096,YKL024C,Verified,metabolic process,null,kinase
38097,YKL024C,Verified,metabolic process,null,null
38098,YKL024C,Verified,null,nucle,kinase
38099,YKL024C,Verified,null,nucle,null
38100,YKL024C,Verified,null,cytoplasm,kinase
38101,YKL024C,Verified,null,cytoplasm,null
38102,YKL024C,Verified,null,null,kinase
38103,YKL024C,Verified,null,null,null
38104,YKL126W,Verified,null,null,null
38105,YDR306C,Verified,protein,null,null
38106,YDR306C,Verified,catabolic process,null,null
38107,YDR306C,Verified,null,null,null
38108,YPL061W,Verified,ion,mitochond,dehydrogenase
38109,YPL061W,Verified,ion,mitochond,null
38110,YPL061W,Verified,ion,cytosol,dehydrogenase
38111,YPL061W,Verified,ion,cytosol,null
38112,YPL061W,Verified,ion,null,dehydrogenase
38113,YPL061W,Verified,ion,null,null
38114,YPL061W,Verified,null,mitochond,dehydrogenase
38115,YPL061W,Verified,null,mitochond,null
38116,YPL061W,Verified,null,cytosol,dehydrogenase
38117,YPL061W,Verified,null,cytosol,null
38118,YPL061W,Verified,null,null,dehydrogenase
38119,YPL061W,Verified,null,null,null
38120,YLR370C,Verified,ion,mitochond,molecular_function
38121,YLR370C,Verified,ion,mitochond,null
38122,YLR370C,Verified,ion,null,molecular_function
38123,YLR370C,Verified,ion,null,null
38124,YLR370C,Verified,null,mitochond,molecular_function
38125,YLR370C,Verified,null,mitochond,null
38126,YLR370C,Verified,null,null,molecular_function
38127,YLR370C,Verified,null,null,null
38128,YDR343C,Verified,transport,membrane,transmembrane
38129,YDR343C,Verified,transport,membrane,transporter
38130,YDR343C,Verified,transport,membrane,null
38131,YDR343C,Verified,transport,null,transmembrane
38132,YDR343C,Verified,transport,null,transporter
38133,YDR343C,Verified,transport,null,null
38134,YDR343C,Verified,null,membrane,transmembrane
38135,YDR343C,Verified,null,membrane,transporter
38136,YDR343C,Verified,null,membrane,null
38137,YDR343C,Verified,null,null,transmembrane
38138,YDR343C,Verified,null,null,transporter
38139,YDR343C,Verified,null,null,null
38140,YLR387C,Verified,null,cytosol,molecular_function
38141,YLR387C,Verified,null,cytosol,null
38142,YLR387C,Verified,null,ribosomal,molecular_function
38143,YLR387C,Verified,null,ribosomal,null
38144,YLR387C,Verified,null,null,molecular_function
38145,YLR387C,Verified,null,null,null
38146,YAL034C,Verified,biological_process,cellular_component,molecular_function
38147,YAL034C,Verified,biological_process,cellular_component,null
38148,YAL034C,Verified,biological_process,null,molecular_function
38149,YAL034C,Verified,biological_process,null,null
38150,YAL034C,Verified,null,cellular_component,molecular_function
38151,YAL034C,Verified,null,cellular_component,null
38152,YAL034C,Verified,null,null,molecular_function
38153,YAL034C,Verified,null,null,null
38154,YNR039C,Verified,transport,endoplasm,transmembrane
38155,YNR039C,Verified,transport,endoplasm,transporter
38156,YNR039C,Verified,transport,endoplasm,null
38157,YNR039C,Verified,transport,null,transmembrane
38158,YNR039C,Verified,transport,null,transporter
38159,YNR039C,Verified,transport,null,null
38160,YNR039C,Verified,ion,endoplasm,transmembrane
38161,YNR039C,Verified,ion,endoplasm,transporter
38162,YNR039C,Verified,ion,endoplasm,null
38163,YNR039C,Verified,ion,null,transmembrane
38164,YNR039C,Verified,ion,null,transporter
38165,YNR039C,Verified,ion,null,null
38166,YNR039C,Verified,null,endoplasm,transmembrane
38167,YNR039C,Verified,null,endoplasm,transporter
38168,YNR039C,Verified,null,endoplasm,null
38169,YNR039C,Verified,null,null,transmembrane
38170,YNR039C,Verified,null,null,transporter
38171,YNR039C,Verified,null,null,null
38172,YAL043C,Verified,ion,null,null
38173,YAL043C,Verified,null,null,null
38174,YIL165C,Uncharacterized,null,cellular_component,molecular_function
38175,YIL165C,Uncharacterized,null,cellular_component,null
38176,YIL165C,Uncharacterized,null,null,molecular_function
38177,YIL165C,Uncharacterized,null,null,null
38178,YER042W,Verified,null,cytoplasm,null
38179,YER042W,Verified,null,null,null
38180,YHR146W,Verified,biological_process,nucle,null
38181,YHR146W,Verified,biological_process,null,null
38182,YHR146W,Verified,null,nucle,null
38183,YHR146W,Verified,null,null,null
38184,YPL125W,Verified,protein,nucle,transporter
38185,YPL125W,Verified,protein,nucle,null
38186,YPL125W,Verified,protein,cytoplasm,transporter
38187,YPL125W,Verified,protein,cytoplasm,null
38188,YPL125W,Verified,protein,null,transporter
38189,YPL125W,Verified,protein,null,null
38190,YPL125W,Verified,ion,nucle,transporter
38191,YPL125W,Verified,ion,nucle,null
38192,YPL125W,Verified,ion,cytoplasm,transporter
38193,YPL125W,Verified,ion,cytoplasm,null
38194,YPL125W,Verified,ion,null,transporter
38195,YPL125W,Verified,ion,null,null
38196,YPL125W,Verified,null,nucle,transporter
38197,YPL125W,Verified,null,nucle,null
38198,YPL125W,Verified,null,cytoplasm,transporter
38199,YPL125W,Verified,null,cytoplasm,null
38200,YPL125W,Verified,null,null,transporter
38201,YPL125W,Verified,null,null,null
38202,YDR289C,Verified,negative,nucle,RNA polymerase
38203,YDR289C,Verified,negative,nucle,null
38204,YDR289C,Verified,negative,null,RNA polymerase
38205,YDR289C,Verified,negative,null,null
38206,YDR289C,Verified,regulation,nucle,RNA polymerase
38207,YDR289C,Verified,regulation,nucle,null
38208,YDR289C,Verified,regulation,null,RNA polymerase
38209,YDR289C,Verified,regulation,null,null
38210,YDR289C,Verified,ion,nucle,RNA polymerase
38211,YDR289C,Verified,ion,nucle,null
38212,YDR289C,Verified,ion,null,RNA polymerase
38213,YDR289C,Verified,ion,null,null
38214,YDR289C,Verified,null,nucle,RNA polymerase
38215,YDR289C,Verified,null,nucle,null
38216,YDR289C,Verified,null,null,RNA polymerase
38217,YDR289C,Verified,null,null,null
38218,YPR126C,Dubious,biological_process,cellular_component,molecular_function
38219,YPR126C,Dubious,biological_process,cellular_component,null
38220,YPR126C,Dubious,biological_process,null,molecular_function
38221,YPR126C,Dubious,biological_process,null,null
38222,YPR126C,Dubious,null,cellular_component,molecular_function
38223,YPR126C,Dubious,null,cellular_component,null
38224,YPR126C,Dubious,null,null,molecular_function
38225,YPR126C,Dubious,null,null,null
38226,YNL285W,Dubious,biological_process,cellular_component,molecular_function
38227,YNL285W,Dubious,biological_process,cellular_component,null
38228,YNL285W,Dubious,biological_process,null,molecular_function
38229,YNL285W,Dubious,biological_process,null,null
38230,YNL285W,Dubious,null,cellular_component,molecular_function
38231,YNL285W,Dubious,null,cellular_component,null
38232,YNL285W,Dubious,null,null,molecular_function
38233,YNL285W,Dubious,null,null,null
38234,YOL140W,Verified,null,mitochond,null
38235,YOL140W,Verified,null,null,null
38236,YGR125W,Uncharacterized,biological_process,null,molecular_function
38237,YGR125W,Uncharacterized,biological_process,null,null
38238,YGR125W,Uncharacterized,null,null,molecular_function
38239,YGR125W,Uncharacterized,null,null,null
38240,YLR305C,Verified,ion,membrane,kinase
38241,YLR305C,Verified,ion,membrane,null
38242,YLR305C,Verified,ion,null,kinase
38243,YLR305C,Verified,ion,null,null
38244,YLR305C,Verified,null,membrane,kinase
38245,YLR305C,Verified,null,membrane,null
38246,YLR305C,Verified,null,null,kinase
38247,YLR305C,Verified,null,null,null
38248,YBR194W,Verified,biological_process,cytoplasm,molecular_function
38249,YBR194W,Verified,biological_process,cytoplasm,null
38250,YBR194W,Verified,biological_process,null,molecular_function
38251,YBR194W,Verified,biological_process,null,null
38252,YBR194W,Verified,null,cytoplasm,molecular_function
38253,YBR194W,Verified,null,cytoplasm,null
38254,YBR194W,Verified,null,null,molecular_function
38255,YBR194W,Verified,null,null,null
38256,YJL092W,Verified,repair,nucle,null
38257,YJL092W,Verified,repair,null,null
38258,YJL092W,Verified,positive,nucle,null
38259,YJL092W,Verified,positive,null,null
38260,YJL092W,Verified,regulation,nucle,null
38261,YJL092W,Verified,regulation,null,null
38262,YJL092W,Verified,ion,nucle,null
38263,YJL092W,Verified,ion,null,null
38264,YJL092W,Verified,protein,nucle,null
38265,YJL092W,Verified,protein,null,null
38266,YJL092W,Verified,negative,nucle,null
38267,YJL092W,Verified,negative,null,null
38268,YJL092W,Verified,null,nucle,null
38269,YJL092W,Verified,null,null,null
38270,YMR316W,Verified,ion,null,molecular_function
38271,YMR316W,Verified,ion,null,null
38272,YMR316W,Verified,null,null,molecular_function
38273,YMR316W,Verified,null,null,null
38274,YIL038C,Verified,ion,cytoplasm,null
38275,YIL038C,Verified,ion,null,null
38276,YIL038C,Verified,regulation,cytoplasm,null
38277,YIL038C,Verified,regulation,null,null
38278,YIL038C,Verified,protein,cytoplasm,null
38279,YIL038C,Verified,protein,null,null
38280,YIL038C,Verified,positive,cytoplasm,null
38281,YIL038C,Verified,positive,null,null
38282,YIL038C,Verified,null,cytoplasm,null
38283,YIL038C,Verified,null,null,null
38284,YIL138C,Verified,ion,null,null
38285,YIL138C,Verified,transport,null,null
38286,YIL138C,Verified,null,null,null
38287,YIL143C,Verified,regulation,nucle,ATP
38288,YIL143C,Verified,regulation,nucle,transcription
38289,YIL143C,Verified,regulation,nucle,RNA polymerase
38290,YIL143C,Verified,regulation,nucle,null
38291,YIL143C,Verified,regulation,cytosol,ATP
38292,YIL143C,Verified,regulation,cytosol,transcription
38293,YIL143C,Verified,regulation,cytosol,RNA polymerase
38294,YIL143C,Verified,regulation,cytosol,null
38295,YIL143C,Verified,regulation,null,ATP
38296,YIL143C,Verified,regulation,null,transcription
38297,YIL143C,Verified,regulation,null,RNA polymerase
38298,YIL143C,Verified,regulation,null,null
38299,YIL143C,Verified,ion,nucle,ATP
38300,YIL143C,Verified,ion,nucle,transcription
38301,YIL143C,Verified,ion,nucle,RNA polymerase
38302,YIL143C,Verified,ion,nucle,null
38303,YIL143C,Verified,ion,cytosol,ATP
38304,YIL143C,Verified,ion,cytosol,transcription
38305,YIL143C,Verified,ion,cytosol,RNA polymerase
38306,YIL143C,Verified,ion,cytosol,null
38307,YIL143C,Verified,ion,null,ATP
38308,YIL143C,Verified,ion,null,transcription
38309,YIL143C,Verified,ion,null,RNA polymerase
38310,YIL143C,Verified,ion,null,null
38311,YIL143C,Verified,repair,nucle,ATP
38312,YIL143C,Verified,repair,nucle,transcription
